SMILES	MOL_WEIGHT	LOGP	#ROTATABLE_BONDS	#ACCEPTORS	#DONORS	SURFACE_AREA	Water solubility	Caco2 permeability	Intestinal absorption (human)	Skin Permeability	P-glycoprotein substrate	P-glycoprotein I inhibitor	P-glycoprotein II inhibitor	VDss (human)	Fraction unbound (human)	BBB permeability	CNS permeability	CYP2D6 substrate	CYP3A4 substrate	CYP1A2 inhibitior	CYP2C19 inhibitior	CYP2C9 inhibitior	CYP2D6 inhibitior	CYP3A4 inhibitior	Total Clearance	Renal OCT2 substrate	AMES toxicity	Max. tolerated dose (human)	hERG I inhibitor	hERG II inhibitor	Oral Rat Acute Toxicity (LD50)	Oral Rat Chronic Toxicity (LOAEL)	Hepatotoxicity	Skin Sensitisation	<i>T.Pyriformis</i> toxicity	Minnow toxicity
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@@H](C)O[C@@H](C)C5)cc4)n[nH]c3c1)C(=O)N2	534.66	5.7285	6	5	2	233.725	-3.69	0.785	91.924	-2.735	Yes	Yes	Yes	-0.483	0.04	-0.804	-1.985	Yes	Yes	No	Yes	Yes	Yes	Yes	1.301	No	No	0.158	No	Yes	2.689	3.407	Yes	No	0.285	-0.418
COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1	435.483	6.0234	5	5	2	190.137	-3.569	1.016	96.261	-2.735	Yes	Yes	Yes	-0.97	0.213	0.022	-1.715	No	Yes	Yes	Yes	Yes	No	Yes	0.245	No	Yes	0.384	No	Yes	3.335	2.17	Yes	No	0.285	-2.878
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1	375.407	4.90362	3	3	4	160.121	-3.045	0.347	87.484	-2.735	Yes	Yes	Yes	-1.273	0	-1.512	-2.003	No	Yes	Yes	Yes	Yes	No	No	-0.328	No	Yes	0.616	No	Yes	2.481	2.523	Yes	No	0.285	1.085
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	586.689	4.0911	4	9	1	249.756	-3.763	1.28	86.667	-2.732	Yes	Yes	Yes	1.416	0.163	-1.053	-3.144	No	Yes	No	No	No	No	Yes	0.974	No	No	-0.039	No	Yes	3.067	2.022	Yes	No	0.285	0.985
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1	452.413	4.74702	5	5	2	186.533	-4.024	0.616	73.828	-2.734	Yes	No	No	-1.426	0	-0.534	-2.793	No	No	No	No	Yes	No	No	-0.115	No	No	1.286	No	No	2.795	1.484	Yes	No	0.286	-1.308
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC	517.464	5.9112	7	8	2	208.285	-4.28	0.766	95.069	-2.735	Yes	Yes	Yes	-0.341	0.11	-1.465	-3.312	No	Yes	No	Yes	Yes	No	Yes	-0.15	Yes	No	0.834	No	Yes	2.544	1.328	Yes	No	0.285	-0.925
O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12	542.543	4.107	7	6	2	214.867	-3.988	0.785	99.964	-2.735	Yes	Yes	Yes	0.335	0.031	-2.236	-4.096	No	Yes	No	No	Yes	No	Yes	0.541	No	No	0.328	No	Yes	2.597	1.334	Yes	No	0.285	0.517
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21	469.548	5.89378	3	6	0	207.257	-2.904	1.209	97.975	-2.735	Yes	Yes	Yes	-0.411	0.335	-0.642	-1.51	No	Yes	Yes	No	Yes	No	Yes	0.779	Yes	No	0.375	No	Yes	2.46	-0.107	No	No	0.285	-1.53
O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1	478.43	5.2957	3	5	2	195.848	-2.909	1.314	78.501	-2.735	Yes	Yes	Yes	0.028	0.201	-1.073	-2.119	Yes	No	Yes	Yes	Yes	No	Yes	1.033	Yes	Yes	0.352	No	Yes	2.394	1.6	Yes	No	0.285	-0.116
C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1	416.872	4.4835	4	6	2	175.951	-2.904	0.897	96.964	-2.735	Yes	Yes	Yes	-0.135	0.326	-1.475	-2.316	No	No	Yes	Yes	No	No	Yes	0.508	Yes	No	0.436	No	Yes	2.601	-0.281	Yes	No	0.285	2.078
CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1	486.503	4.71392	6	7	0	205.092	-4	1.162	100	-2.735	No	Yes	Yes	0.002	0.28	-1.364	-3.069	No	Yes	No	Yes	Yes	No	Yes	0.521	No	No	0.802	No	Yes	3.078	0.984	Yes	No	0.285	-4.175
c1ccc2nc(COc3ccc(-c4n[nH]cc4Cc4ccncc4)cc3)ccc2c1	392.462	5.1897	6	4	1	173.964	-3.224	1.053	97.003	-2.735	Yes	Yes	Yes	0.22	0.118	0.234	-2.121	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.945	No	No	0.635	No	Yes	3.171	0.969	Yes	No	0.285	-0.085
CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1	472.501	4.3946	7	8	2	201.62	-4.033	1.49	89.868	-2.735	Yes	Yes	Yes	-0.569	0.159	-0.625	-3.142	No	Yes	No	Yes	Yes	No	Yes	0.539	No	No	0.348	No	Yes	2.242	1.65	Yes	No	0.285	-0.309
COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1	413.357	3.7633	7	7	2	169.315	-4.148	1.044	61.593	-2.735	Yes	No	No	-0.955	0.124	-0.921	-3.404	No	No	No	No	No	No	No	0.488	No	No	0.483	No	No	2.642	1.601	Yes	No	0.285	-1.758
FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12	374.354	3.8746	3	6	0	157.077	-2.839	1.211	100	-2.734	No	Yes	Yes	0.753	0.287	-1.18	-2.96	No	Yes	Yes	Yes	Yes	No	Yes	0.202	No	No	0.031	No	Yes	2.192	0.751	Yes	No	0.285	1.802
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F	412.428	3.429	4	6	1	176.164	-2.904	1.433	96.373	-2.735	Yes	Yes	Yes	-0.364	0.28	-1.154	-3.35	No	Yes	Yes	Yes	Yes	Yes	Yes	0.715	Yes	No	0.331	No	Yes	2.488	0.88	Yes	No	0.285	-0.757
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O	395.44	2.4066	5	7	1	164.274	-4.53	1.209	96.124	-2.772	No	Yes	Yes	-0.488	0.059	-0.887	-2.606	No	Yes	Yes	Yes	Yes	No	No	-0.154	No	No	0.015	No	Yes	2.333	1.025	Yes	No	0.43	0.4
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1	367.409	3.13508	3	6	2	153.195	-4.636	0.939	89.119	-3.306	Yes	No	No	0.015	0.17	-0.669	-2.942	No	Yes	No	Yes	Yes	No	No	-0.431	No	Yes	0.084	No	No	2.446	0.939	No	No	0.773	2.114
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1	452.518	4.8201	7	6	3	195.945	-3.131	0.712	95.105	-2.735	Yes	Yes	Yes	-0.625	0.178	-1.424	-2.421	No	Yes	Yes	Yes	Yes	Yes	Yes	0.324	No	Yes	0.484	No	Yes	2.95	1.743	Yes	No	0.285	-1.211
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1	377.358	3.2131	3	7	0	156.829	-2.8	1.203	100	-2.733	No	Yes	No	0.526	0.302	-1.298	-2.91	No	Yes	Yes	No	Yes	No	Yes	0.165	No	Yes	0.044	No	Yes	2.16	0.762	Yes	No	0.285	0.9
O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1	370.372	3.8603	4	5	3	158.169	-2.89	0.689	84.775	-2.735	Yes	No	Yes	-0.433	0.146	-1.879	-2.633	Yes	No	Yes	Yes	No	Yes	Yes	0.35	No	No	0.575	No	Yes	2.55	1.459	Yes	No	0.285	3.123
O=C1OC(c2ccc(O)c(Br)c2)(c2ccc(O)c(Br)c2)c2cccc3c(Cl)ccc1c23	560.625	6.8917	2	4	2	198.853	-3.585	0.973	96.316	-2.735	Yes	Yes	Yes	-1.384	0.291	-0.849	-1.437	No	Yes	Yes	Yes	Yes	No	No	-0.321	No	Yes	0.288	No	Yes	3.06	1.07	Yes	No	0.285	-0.938
Nc1nc(=O)c2cc(C[C@@H](C(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1	482.449	0.964	10	7	6	196.974	-2.893	-0.624	0.441	-2.735	Yes	No	No	-0.322	0.151	-1.52	-4.363	No	Yes	No	No	No	No	No	0.254	No	No	0.055	No	Yes	2.505	2.567	Yes	No	0.285	2.846
Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1	485.506	5.82152	5	5	1	201.239	-5.855	1.176	92.944	-2.76	Yes	Yes	Yes	0.239	0.026	-0.307	-1.814	No	Yes	No	Yes	Yes	No	Yes	-0.083	No	No	0.113	No	Yes	2.818	0.778	Yes	No	0.347	-0.553
O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1ccc2ccccc2c1	464.113	4.5399	3	4	3	159.8	-3.81	0.838	89.213	-2.763	Yes	Yes	Yes	-0.164	0.04	-1.123	-1.812	Yes	Yes	Yes	Yes	Yes	No	Yes	-0.261	No	Yes	0.655	No	Yes	2.211	1.324	No	No	0.506	-0.277
O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2	582.579	5.3286	5	6	0	232.357	-4.367	1.243	97.236	-2.736	No	Yes	Yes	0.035	0.25	-1.637	-2.804	No	Yes	No	Yes	Yes	No	Yes	0.031	No	No	0.599	No	Yes	2.871	0.443	Yes	No	0.286	-3.35
Cc1ccc2c(-c3nc(Nc4cc(CN5C[C@@H](C)N[C@@H](C)C5)cc(C5CC5)c4)ncc3Cl)c[nH]c2c1	501.078	6.38992	6	5	3	217.041	-3.25	0.915	89.944	-2.735	Yes	Yes	Yes	1.418	0.106	-0.859	-1.646	Yes	Yes	Yes	Yes	No	Yes	Yes	1.129	No	No	0.604	No	Yes	2.632	1.669	Yes	No	0.285	-0.395
O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc3cc(F)ccc3n2)nc1	394.41	1.5073	5	7	3	165.307	-2.825	0.178	77.522	-2.967	Yes	Yes	No	0.378	0.255	-1.348	-3.42	No	Yes	No	No	No	No	No	0.711	No	No	-0.211	No	Yes	3.02	0.564	Yes	No	0.293	0.823
O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2	393.424	3.1751	3	6	2	160.57	-3.74	1.185	96.011	-2.755	Yes	Yes	Yes	-0.294	0.067	-0.394	-2.192	No	Yes	Yes	Yes	Yes	No	Yes	0.287	No	No	0.574	No	Yes	2.686	1.121	Yes	No	0.361	-0.965
O=C1/C(=N\O)c2c(/C=C/c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2	430.435	4.5877	4	5	1	183.356	-5.744	0.532	94.958	-2.743	Yes	Yes	Yes	-0.284	0.061	-0.218	-1.89	No	Yes	No	Yes	Yes	No	Yes	-0.036	No	Yes	0.153	No	Yes	2.92	0.959	Yes	No	0.295	0.482
Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1	352.401	4.62012	3	5	2	154.88	-3.07	0.944	95.06	-2.735	Yes	No	Yes	-0.162	0.13	-1.356	-1.83	No	Yes	Yes	Yes	No	No	Yes	0.378	No	Yes	0.68	No	Yes	2.912	0.952	Yes	No	0.285	0.77
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C	447.491	3.2286	3	8	1	190.016	-4.576	1.192	94.746	-2.736	No	Yes	Yes	-0.252	0.094	-0.672	-3.271	No	Yes	Yes	No	Yes	No	No	0.015	No	No	0.457	No	Yes	2.699	1.23	Yes	No	0.286	-3.551
O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O	400.39	3.5254	4	5	3	169.713	-4.05	-0.066	81.356	-2.735	Yes	No	Yes	-1.348	0.123	-1.009	-2.345	No	Yes	Yes	No	Yes	No	No	0.302	No	Yes	0.492	No	Yes	2.249	1.256	Yes	No	0.285	0.815
O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1	469.574	3.6635	5	8	2	199.85	-2.892	0.836	85.983	-2.735	Yes	Yes	Yes	0.06	0.199	-1.214	-2.195	No	Yes	Yes	Yes	Yes	No	No	0.851	Yes	Yes	0.109	No	Yes	2.474	1.115	No	No	0.285	0.806
Nc1nc(O)c2nn(-c3cccc(C(=O)NCc4cc(Cl)cc(Cl)c4)c3)nc2n1	430.255	2.7351	4	8	3	173.644	-3.427	1.138	77.572	-2.735	Yes	Yes	Yes	-0.49	0.005	-1.531	-3.589	No	Yes	No	No	No	No	Yes	-0.314	No	No	0.453	No	Yes	2.503	2.172	Yes	No	0.285	-1.201
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	401.474	1.96324	2	8	1	172.742	-2.737	1.483	100	-2.739	Yes	No	No	0.494	0.4	-1.278	-3.062	No	Yes	Yes	No	No	No	Yes	0.756	Yes	Yes	0.47	No	Yes	2.515	1.235	Yes	No	0.285	2.713
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O	441.534	4.4234	7	7	3	177.585	-4.573	0.662	84.895	-2.735	Yes	Yes	Yes	-0.871	0	-1.378	-2.512	No	Yes	Yes	Yes	Yes	No	Yes	0.049	No	No	0.45	No	Yes	2.411	2.013	Yes	No	0.287	0.976
N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12	395.466	4.1219	6	5	2	173.325	-3.273	0.956	95.143	-2.736	No	Yes	Yes	0.95	0.183	-0.779	-2.557	No	Yes	Yes	No	Yes	No	Yes	1.066	No	No	0.709	No	Yes	3.359	1.208	Yes	No	0.285	-3.156
O=CNc1ccc2[nH]c3cc(-c4ccccc4Cl)c4c(c3c2c1)C(=O)NC4=O	389.798	4.0934	3	3	3	163.038	-3.636	0.778	92.778	-2.736	Yes	Yes	Yes	-0.575	0.126	-0.911	-1.928	Yes	Yes	Yes	Yes	Yes	No	Yes	0.026	No	Yes	0.676	No	Yes	1.993	1.578	Yes	No	0.286	1.566
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1	868.457	8.6599	13	11	3	360.03	-2.989	0.967	91.056	-2.735	Yes	Yes	Yes	-0.048	0.179	-1.914	-3.212	No	Yes	No	No	No	No	Yes	-0.251	No	No	0.221	No	Yes	2.535	2.105	Yes	No	0.285	-3.44
O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2cc1O	322.32	2.7205	3	5	4	136.86	-3.082	0.675	78.496	-2.736	Yes	No	No	-0.448	0.073	-1.118	-2.334	No	No	Yes	Yes	Yes	No	No	0.217	No	No	0.614	No	Yes	2.086	2.06	No	No	0.325	1.394
Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C	556.594	5.36602	8	8	2	234.936	-3.385	0.975	98.444	-2.735	No	Yes	Yes	-0.471	0.287	-0.793	-3.362	No	Yes	No	Yes	Yes	No	Yes	0.335	No	No	0.695	No	Yes	2.991	0.467	Yes	No	0.285	-0.516
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12	299.351	3.8301	3	3	2	122.349	-4.035	0.772	92.731	-2.734	Yes	No	No	-1.074	0	-0.032	-2.013	No	Yes	Yes	No	No	No	No	0.062	No	Yes	0.316	No	No	2.164	1.604	No	No	0.333	0.202
Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCCCCc1cn(CCNc3c4c(nc5ccccc35)CCCC4)nn1)c1cc(N)ccc21	661.878	8.0456	12	7	3	292.695	-3.011	-0.362	100	-2.735	Yes	Yes	Yes	-1.042	0.39	-0.881	-1.782	No	Yes	Yes	No	No	No	No	1.796	No	Yes	0.436	No	Yes	2.568	1.652	Yes	No	0.285	-6.717
NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1	383.795	3.4448	5	7	3	158.84	-3.717	0.623	89.651	-2.785	Yes	Yes	Yes	0.09	0.08	-1.34	-2.53	No	Yes	Yes	No	Yes	No	Yes	-0.3	No	No	0.388	No	Yes	2.552	1.573	Yes	No	0.331	1.15
Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1	437.529	2.64534	3	7	3	182.988	-3.232	1.032	78.022	-2.735	Yes	Yes	No	0.932	0.145	-1.339	-3.464	No	Yes	No	No	No	No	Yes	0.755	No	No	0.35	No	Yes	2.599	1.508	Yes	No	0.286	1.957
COc1ccc(S(=O)(=O)Nc2cc(-c3c(O)ccc4ccccc34)c(O)c3ccccc23)cc1	471.534	5.8806	5	5	3	196.287	-2.906	0.43	100	-2.735	No	No	Yes	-1.065	0.406	-1.18	-1.958	No	Yes	Yes	No	Yes	No	No	0.605	No	No	0.399	No	Yes	2.527	1.057	Yes	No	0.285	-2.937
CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21	319.404	4.7086	3	3	0	141.697	-5.052	1.634	97.197	-2.604	Yes	Yes	Yes	1.382	0.085	0.407	-1.273	No	Yes	Yes	Yes	No	Yes	Yes	0.651	No	Yes	0.129	No	Yes	2.755	0.978	Yes	No	0.819	0.866
CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O	483.473	0.6318	3	10	5	199.444	-3.625	0.125	53.118	-2.735	Yes	Yes	No	1.346	0.178	-1.573	-3.835	No	No	Yes	No	No	No	No	1.053	No	Yes	0.481	No	No	3.464	3.273	No	No	0.285	4.084
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21	518.421	6.9319	5	6	2	204.323	-2.893	1.219	79.435	-2.735	Yes	Yes	No	0.022	0.287	-1.861	-1.836	No	Yes	No	Yes	Yes	No	Yes	0.36	Yes	Yes	0.396	No	Yes	2.452	1.203	No	No	0.285	0.933
COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O	332.359	3.8886	3	3	3	144.138	-4.018	1.092	87.226	-3.004	Yes	Yes	Yes	-0.404	0.103	-0.57	-2.657	No	Yes	Yes	Yes	Yes	Yes	No	0.247	No	No	0.706	No	Yes	2.361	1.529	Yes	No	0.593	1.089
C#CCN(Cc1cc2c(=O)nc(C)[nH]c2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1	532.536	1.64774	10	8	4	221.208	-2.908	-0.489	40.605	-2.735	Yes	No	No	-1.025	0.068	-1.722	-4.403	No	No	No	No	No	No	No	0.117	No	No	0.476	No	Yes	2.469	4.615	Yes	No	0.285	2.273
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1	553.598	6.048	6	7	3	235.137	-3.362	1.093	92.788	-2.735	Yes	Yes	Yes	-0.11	0.206	-1.929	-3.29	No	Yes	No	Yes	Yes	No	Yes	0.137	No	No	0.736	No	Yes	3.163	1.035	Yes	No	0.285	1.676
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1	383.411	3.9271	5	7	0	166.118	-3.07	1.184	100	-2.735	No	Yes	Yes	0.353	0.221	-1.07	-3.648	No	Yes	Yes	No	No	No	Yes	0.289	No	No	0.642	No	Yes	2.505	1.299	Yes	No	0.285	-1.334
CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1	456.568	3.9539	7	8	0	188.093	-4.627	0.758	89.968	-2.835	No	Yes	Yes	-0.202	0.041	-1.29	-2.922	No	Yes	No	Yes	Yes	No	Yes	0.527	No	No	-0.072	No	No	2.455	1.197	Yes	No	0.33	-0.988
O=P(O)(O)C(F)(F)c1ccc(C[C@](C/C=C/c2ccccc2)(c2nc3ccccc3s2)n2nnc3ccccc32)cc1	602.603	7.3578	9	6	2	243.504	-3.002	0.852	100	-2.735	No	Yes	Yes	-1.043	0.358	-1.086	-2.826	No	Yes	No	Yes	Yes	No	No	0.129	No	No	0.43	No	Yes	3.294	1.582	Yes	No	0.285	1.127
[H]/N=C1/S/C(=C\c2ccc(-c3ccc4c(c3)C(=O)N=C4O)o2)C(=O)N1c1ccc(Br)cc1	494.326	5.22317	3	5	2	188.277	-5.414	0.197	100	-2.967	Yes	Yes	Yes	-0.671	0	-0.932	-2.713	No	Yes	No	Yes	Yes	No	Yes	-0.197	No	Yes	0.202	No	Yes	2.732	0.471	No	No	0.391	0.203
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1	427.417	0.6664	9	6	6	174.862	-2.902	-0.698	16.604	-2.735	Yes	No	No	-0.478	0.181	-1.459	-4.304	No	No	No	No	No	No	No	0.352	No	No	-0.806	No	Yes	2.978	2.924	Yes	No	0.285	2.314
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC	369.425	2.74052	6	8	3	157.004	-3.595	0.776	73.843	-2.744	Yes	No	No	0.048	0.127	-1.276	-2.738	No	No	Yes	No	Yes	No	No	0.179	No	No	0.652	No	No	2.356	0.873	Yes	No	0.322	0.661
O=C1N2C=C(c3ccc(O)cc3)N[C@@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc2ccccc2c1)OO	491.547	4.7276	6	6	3	213.443	-3.618	0.624	92.074	-2.735	Yes	Yes	Yes	-0.93	0.033	-0.968	-2.038	Yes	Yes	Yes	Yes	Yes	No	Yes	0.46	No	Yes	0.315	No	Yes	2.435	1.96	Yes	No	0.285	3.095
C[C@H](O)[C@H](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(=O)O	362.361	1.2651	6	6	5	147.257	-2.894	-1.011	42.364	-2.735	Yes	No	No	-0.175	0.385	-1.426	-3.583	No	No	No	No	No	No	No	0.815	No	No	0.545	No	No	2.478	2.74	Yes	No	0.285	3.119
CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1	394.862	3.4039	3	5	1	165.745	-3.652	1.101	97.54	-2.775	Yes	Yes	Yes	0.507	0.17	0.212	-1.957	No	Yes	Yes	Yes	Yes	No	Yes	0.367	No	No	0.085	No	Yes	3.059	1.502	Yes	No	0.307	2.3
COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1	397.456	3.055	6	7	1	165.581	-3.006	1.303	86.185	-2.735	Yes	Yes	Yes	-0.516	0.218	-0.573	-2.623	No	Yes	No	Yes	Yes	No	Yes	0.847	Yes	No	-0.291	No	Yes	2.177	1.303	No	No	0.285	-0.962
Cc1c(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)ccc(OCCCC(=O)O)c1C	439.295	4.81574	7	4	3	177.507	-4.662	0.522	68.998	-2.734	Yes	No	No	-0.885	0.04	-1.492	-2.242	No	Yes	No	No	No	No	No	-0.184	No	No	0.812	No	No	2.521	1.666	No	No	0.292	0.124
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O	442.475	4.56484	5	6	3	190.046	-3.692	0.433	79.82	-2.735	Yes	No	No	-1.456	0	-1.058	-2.061	No	No	Yes	No	Yes	No	No	0.224	No	No	0.926	No	No	3.115	2.091	Yes	No	0.287	-1.036
COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1	546.545	7.1904	5	4	1	228.508	-4.425	1.229	89.434	-2.735	Yes	Yes	Yes	-1.037	0.184	-0.136	-1.418	No	Yes	No	Yes	Yes	No	Yes	-0.076	No	No	0.358	No	Yes	2.858	0.965	Yes	No	0.285	-1.641
CCc1nc(N)nc(N)c1-c1ccc(NCc2cc(F)cc(F)c2)cc1	355.392	3.7607	5	5	3	149.64	-3.833	0.765	91.24	-2.736	Yes	Yes	Yes	-0.105	0.078	-1.141	-2.306	No	No	Yes	Yes	Yes	No	Yes	-0.012	No	No	0.632	No	Yes	2.363	1.254	Yes	No	0.31	-0.667
COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F	360.366	3.9053	5	7	0	146.466	-4.634	1.371	93.717	-2.732	No	No	Yes	-0.421	0.057	-0.23	-3.12	No	Yes	Yes	Yes	Yes	No	No	0.002	No	No	0.758	No	Yes	2.541	0.81	Yes	No	0.322	0.82
C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1	385.406	4.2753	4	6	2	164.662	-2.896	1.469	91.148	-2.735	Yes	No	No	-0.175	0.351	-1.876	-3.86	No	No	Yes	No	No	No	Yes	0.803	Yes	Yes	0.452	No	Yes	2.556	2.174	Yes	No	0.285	3.485
CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21	378.863	4.5846	4	5	1	161.8	-4.611	1.089	94.567	-2.721	No	Yes	Yes	0.259	0.222	0.473	-1.988	No	Yes	Yes	Yes	Yes	No	Yes	0.635	No	Yes	0.528	No	Yes	2.884	0.667	Yes	No	0.29	1.593
O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1	303.325	3.2053	3	3	3	131.13	-2.902	0.588	91.566	-2.735	Yes	No	No	0.077	0.297	-1.468	-2.197	No	No	Yes	Yes	Yes	No	No	1.108	Yes	Yes	0.451	No	Yes	2.49	0.756	No	No	0.285	3.104
Cc1ccc2c(c1)C(=O)[C@]1(O[C@@H](c3ccc(Cl)c(Cl)c3)[C@@H](C(=O)Nc3ccc(-c4csnn4)cc3)[C@H]1C(=O)O)C2=O	608.459	5.66532	5	8	2	246.775	-2.964	0.658	48.058	-2.735	Yes	No	No	-1.227	0.101	-0.905	-2.873	No	No	No	No	No	No	No	-0.155	No	No	0.723	No	No	2.822	2.898	No	No	0.285	-2.179
